ID,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type,From_Cache_la_Poudre
0293768336225,2141,134,20,30,-7,750,247,227,99,785,2717,1
0294894925390,2641,135,19,95,7,2307,246,229,104,2440,2705,0
0295954915696,2681,122,15,366,25,806,244,227,107,446,2703,0
0298346249706,2502,228,30,42,17,1633,163,251,211,1140,2704,0
0298719758569,2385,335,23,366,172,1008,163,203,176,90,4703,1
0299187276081,2499,119,27,371,91,360,254,206,62,1209,2705,0
0299542163445,2417,9,23,95,38,931,187,187,130,631,4703,1
0299771657210,2560,28,19,518,-39,930,209,194,115,1026,2705,0
0299932407661,2370,62,15,90,30,134,231,208,106,900,2705,1
0301190889681,2441,88,12,268,83,234,238,220,110,474,2703,1
0301659690582,2021,8,31,127,100,150,168,162,118,408,4703,1
0302908697253,2402,2,18,108,35,552,193,204,147,1061,4703,1
0303279903868,2250,320,43,95,7,1383,77,160,201,1057,4703,1
0304856751438,2489,31,23,390,138,799,207,183,102,1343,4703,1
0305403034882,2681,145,19,190,47,2412,243,233,112,2334,2705,0
0307040227917,2571,57,7,552,19,1239,225,226,136,1517,2703,0
0307174142254,2400,242,14,42,5,825,193,251,195,1224,6101,0
0307424948797,2727,152,22,201,79,2162,241,235,112,2372,2705,0
0307514111889,2420,284,20,85,33,900,160,235,214,1358,4703,1
0307894467941,2432,97,31,90,44,706,252,179,31,1170,2705,0
0308834886013,2609,339,11,543,-30,703,196,224,167,816,4704,0
0309590060099,2302,76,16,309,177,932,238,209,97,335,4703,1
0309897626141,2575,165,16,30,4,1595,232,243,137,1201,6102,0
0310002251134,2739,224,25,300,147,2951,178,254,202,1410,2705,0
0310041521731,2323,315,23,60,31,541,153,214,199,684,4703,1
0310834662061,2444,211,18,120,40,888,203,254,181,1261,2704,0
0311088045563,2211,5,35,330,200,450,154,150,115,300,4703,1
0311406635667,2220,328,19,162,146,170,172,215,181,531,4703,1
0311523803321,2338,86,18,162,64,153,243,208,88,1027,2703,0
0316993134395,2408,338,19,228,99,342,174,209,172,234,4703,1
0318775167706,2501,350,12,283,18,466,198,220,160,1614,2717,1
0319672354350,2410,263,18,85,23,390,174,246,210,841,4703,1
0321719162507,2717,105,17,371,138,1583,246,217,93,1032,2703,0
0322125728387,2301,200,6,420,39,95,218,246,163,362,4703,1
0322172004687,2218,301,28,366,115,511,132,215,217,450,4703,1
0322521951525,1978,346,37,134,91,150,124,154,151,108,4703,1
0323064107271,2720,135,11,124,23,2030,237,236,128,350,2705,0
0323495526276,2135,317,19,446,127,552,165,219,192,300,2706,1
0324859003631,2324,267,20,342,70,309,165,244,216,601,4703,1
0325319801620,2409,117,22,67,19,854,251,214,79,1032,2717,1
0325633117834,2577,177,18,240,49,1033,226,247,147,1155,2705,0
0326523681862,2573,40,14,190,47,402,220,208,120,979,2717,1
0326619232084,2376,317,24,120,68,421,151,212,198,722,4703,1
0328031280360,2402,18,31,283,-10,760,179,158,100,1493,4703,1
0328258060202,2605,204,26,42,17,2890,196,253,178,1165,2705,0
0331417901742,2539,300,16,376,174,720,173,232,199,1403,4704,0
0332261003385,2573,258,27,446,82,765,146,243,229,1149,2703,0
0333242074219,2411,168,7,301,67,999,226,243,151,1450,2717,1
0333320999687,2622,209,32,134,75,1798,178,249,185,300,2705,0
0333426016806,2525,50,4,234,42,124,221,231,146,1822,2717,1
0333926820163,2553,138,13,60,-7,1463,239,235,123,1266,2703,0
0334144609035,2519,313,10,361,83,190,194,233,179,1959,2717,1
0334971816750,2475,319,17,335,195,433,175,222,187,658,4703,1
0334982179660,2359,335,28,108,50,216,146,190,176,108,4703,1
0336713928073,2524,237,41,433,128,390,116,235,229,1036,2705,0
0337056844891,2047,326,35,67,48,124,114,177,190,516,4703,1
0337759750000,2673,135,8,240,89,1744,233,237,135,2643,2705,0
0339052119898,2390,333,23,124,10,1036,160,203,179,1208,4703,1
0339328758257,2307,123,22,42,20,1302,251,216,81,871,2704,1
0340278090724,2259,347,33,201,147,685,139,168,154,228,4703,1
0340878693851,2370,66,15,210,74,404,233,210,105,451,2705,1
0341973669444,1901,36,26,175,51,201,208,175,89,882,2703,1
0342320874955,2589,212,24,180,61,1015,192,254,187,1235,2705,0
0343353465981,2108,26,36,95,55,1015,179,140,74,360,4703,1
0344138454282,2301,121,24,42,17,558,252,213,74,815,2705,1
0344360416348,2497,2,14,300,54,134,199,212,149,1789,2717,1
0344426556032,2415,108,29,256,93,309,254,192,44,819,2705,0
0344977753539,2338,117,19,268,23,361,249,219,91,1068,2704,1
0345801806780,2106,241,25,192,80,443,165,251,216,492,2702,1
0346080253951,2762,62,9,190,32,2340,228,221,125,2300,7756,0
0347053682037,2359,10,15,255,98,1510,202,208,141,886,2703,1
0348823925606,2424,351,16,541,232,1383,189,211,158,543,2717,1
0349925661386,2217,87,12,0,0,765,238,219,109,402,4703,1
0351244627318,2535,9,10,495,48,973,209,219,148,1253,4703,1
0351303233252,2556,100,20,30,5,1298,248,209,80,408,2705,0
0351633662449,2289,121,20,42,14,642,250,219,88,759,2705,1
0352528911611,2419,168,25,108,33,124,230,240,126,812,2703,0
0353664054415,2108,242,35,210,110,390,131,242,231,534,2706,1
0354108426003,2172,14,39,85,37,949,157,133,89,721,4703,1
0354404420408,2127,282,18,379,119,485,167,238,210,242,2706,1
0354777567175,2212,9,30,210,101,1022,172,167,119,1253,4703,1
0354932373467,2394,64,10,324,166,467,230,219,122,1855,2717,1
0355324243214,2472,134,15,170,31,300,242,232,116,1006,2703,0
0355331706023,2371,156,25,324,28,488,239,234,109,726,2704,1
0356315918999,2604,173,20,60,20,1608,228,245,140,2701,2705,0
0356681694800,2048,327,23,0,0,150,157,207,186,626,4703,1
0356875478889,2422,247,26,30,7,1006,157,248,222,1203,2704,0
0357242262865,2337,313,27,95,28,1273,139,209,205,962,4703,1
0357802015351,2349,259,36,376,19,658,114,233,242,725,2702,1
0358739799697,2233,328,30,201,144,466,135,190,187,400,4703,1
0358844215761,2280,119,32,134,73,1684,254,195,42,192,2704,1
0359474161053,2396,289,25,404,187,366,144,228,221,778,4703,1
0359575930329,2130,30,34,255,62,285,188,145,71,745,4703,1
0359769003518,2552,216,32,95,46,1643,170,250,196,390,2705,0
0359954006379,2427,117,23,30,0,858,252,211,74,1216,2705,0
0360557325750,2385,62,14,30,-1,684,231,211,109,859,4703,1
0361151734115,2373,136,13,150,24,1310,240,234,121,594,2717,1
0362051344527,2556,145,16,120,18,1195,241,236,119,1224,2705,0
0362471421075,2270,33,36,190,126,1231,189,140,61,1376,4703,1
0363978314846,2494,339,7,488,104,1190,204,230,164,566,2717,1
0364962550417,2079,294,36,234,185,258,98,205,234,324,4703,1
0365091020543,2533,131,10,342,29,67,237,235,127,1964,2717,1
0365553027677,1963,105,21,192,60,192,250,208,76,752,2704,1
0365969676933,2319,242,9,390,57,242,202,248,184,577,4703,1
0367384817557,2173,347,23,234,12,558,170,196,160,655,4703,1
0368334886425,2252,287,33,67,17,1261,112,217,235,648,4703,1
0369611104164,2201,330,21,108,33,1328,165,209,181,973,4703,1
0370648871707,2375,273,29,218,95,495,131,233,234,1848,4703,1
0372120879911,2391,129,9,212,66,300,235,235,130,750,2704,0
0372350075862,2441,302,19,255,115,300,163,227,203,408,4703,1
0372444894386,2315,255,11,335,57,295,194,247,192,571,4703,1
0372476072035,2614,174,4,42,15,2002,222,242,155,2044,2705,0
0372976901408,2560,180,2,443,15,1158,220,240,157,1338,2703,0
0373723586701,2428,141,12,569,122,832,238,236,126,1167,2717,1
0374290886775,2602,38,19,124,2,741,217,195,107,1291,4703,0
0374914412588,2474,4,6,150,23,764,212,228,154,1179,2717,1
0375295719501,2510,305,18,459,251,488,168,228,199,648,4704,1
0376035915245,2421,343,20,510,231,1338,176,205,166,484,4703,1
0378353594430,2405,159,22,90,19,120,237,238,119,824,2703,0
0378501024888,2277,359,30,95,50,1209,162,172,136,630,4703,1
0379617488366,2622,337,14,277,75,1495,189,221,170,1679,4703,0
0381209078657,2305,359,22,258,98,418,182,194,146,1518,4703,1
0381561988694,2651,212,4,437,123,726,216,244,165,1252,2703,0
0381680123228,2603,229,10,255,103,1136,205,250,182,1172,2704,0
0382132992041,2247,321,27,67,27,912,141,202,196,277,4703,1
0382321695197,2278,26,28,30,18,955,195,168,95,792,4703,1
0382541070132,2412,35,13,210,63,1095,218,211,126,895,2717,1
0382778514294,2105,263,26,120,66,371,147,242,228,510,4703,1
0383351396368,2052,318,18,150,47,201,171,221,189,735,4703,1
0385437148830,2343,85,24,124,44,376,246,193,63,693,2705,1
0385891144485,2402,321,16,342,161,361,177,222,185,1865,2717,1
0386954646830,2499,125,11,150,11,566,239,232,122,1400,2717,1
0387082623168,2425,352,22,242,110,339,177,197,154,242,4703,1
0388748654519,2529,105,18,182,27,1742,248,214,88,711,2705,0
0389317225284,2404,179,19,162,34,1110,224,248,149,1652,2703,0
0389564199529,2155,321,21,42,12,979,161,214,190,742,4703,1
0389825758328,2099,150,39,150,80,513,237,207,61,283,2702,1
0390181617150,2159,271,31,283,144,350,125,232,237,430,4703,1
0391464703621,2300,153,16,85,21,150,237,239,127,330,4704,1
0392021716580,2729,135,18,335,95,2541,245,230,107,2185,2705,0
0392475823704,2551,55,10,324,33,1128,226,219,126,1165,2705,0
0392731623048,2290,354,35,60,33,1590,141,157,139,949,4703,1
0393090919056,2394,278,30,247,114,488,125,228,235,1838,4703,1
0393155140814,2007,257,15,30,1,212,184,248,202,319,6102,1
0394636623833,2089,312,27,120,52,361,136,208,207,541,4703,1
0395223254652,2556,219,29,330,130,2101,174,252,200,234,2705,0
0396318910064,2313,68,27,277,106,313,235,176,55,1514,4703,1
0396789646387,2279,121,30,170,99,1584,254,201,52,42,2704,1
0397654493945,2283,201,23,90,39,1048,204,253,173,418,2702,1
0398413952659,2698,152,8,256,29,914,230,240,142,451,2703,0
0399021698359,2062,86,33,0,0,379,246,165,0,755,2702,1
0399520772543,2444,29,11,342,131,361,216,217,135,342,2703,1
0399820792135,2630,151,23,335,71,1635,241,233,108,2348,2705,0
0400144566293,2449,168,14,421,106,700,230,245,143,780,2704,1
0400322723982,2151,13,36,67,41,938,162,145,99,313,4703,1
0400650795231,2299,333,23,108,41,693,162,204,178,525,4703,1
0400848742313,2582,331,15,390,95,842,182,219,176,1084,4703,1
0402119415858,2563,21,27,247,89,1415,191,171,104,543,4703,0
0403616097240,2218,12,36,365,167,531,160,143,98,366,4703,1
0404947520667,2584,63,13,216,58,350,231,213,112,1008,2717,1
0405060864874,2517,328,33,210,103,277,125,183,188,865,4703,1
0405274596837,2425,275,36,60,32,361,104,222,244,339,4703,0
0405735857194,2395,114,14,446,151,1099,243,225,108,1106,2703,1
0406200686332,2491,37,9,210,5,277,220,219,134,1155,6102,0
0406535069275,2746,130,11,391,162,1608,239,234,123,1106,2703,0
0406623226160,2340,58,10,0,0,42,228,218,123,811,6102,1
0407469686330,2412,107,36,319,184,1638,253,173,15,313,2704,1
0407926125013,2172,10,21,134,34,700,193,194,133,1587,6102,1
0408707547208,2589,78,24,582,191,997,243,190,64,942,2705,0
0409549183142,2455,55,28,210,90,679,224,168,59,1292,4703,1
0410634822846,2004,101,22,108,14,95,250,205,72,124,2717,1
0412347349719,2271,301,19,430,64,330,164,228,203,1657,4703,1
0412459211065,2277,26,34,268,149,865,183,146,78,323,4703,1
0413112878373,2610,254,9,395,92,2274,200,246,185,402,2703,0
0413525601230,2097,23,16,408,89,516,209,204,128,342,2706,1
0414926824686,2301,303,19,42,3,524,163,227,202,384,4703,1
0415626880552,2332,21,19,365,125,150,204,195,122,1516,4703,1
0416946099952,2145,20,33,60,28,1173,177,150,90,1120,4703,1
0417794144634,2211,37,28,182,79,973,207,168,81,1574,4703,1
0420021315943,2126,36,38,127,58,180,189,132,51,767,4703,1
0420783029058,2654,167,16,382,-12,1718,231,244,139,2416,2703,0
0420952204835,2413,200,10,331,83,768,216,249,167,677,2717,1
0421586271170,2407,350,18,362,225,1146,185,208,159,1136,2717,1
0423290636139,2129,18,23,30,7,1203,195,184,118,1092,6102,1
0423869639943,2695,103,17,67,-1,1926,246,216,93,258,4703,0
0424829087255,2636,225,9,306,108,882,208,249,177,1165,2703,0
0425053872136,2038,312,30,182,146,212,125,202,210,90,4703,1
0425269432087,2369,133,17,60,9,469,245,229,107,1296,2705,1
0425582673730,2308,328,21,247,98,872,166,212,183,819,2717,1
0426206345088,2392,305,28,362,151,277,134,213,214,1785,2717,1
0426239483986,2101,43,23,543,140,638,218,182,88,272,2706,1
0426527886314,2228,56,33,42,24,1321,220,151,39,658,2705,1
0427599308452,2296,117,16,153,34,175,246,224,102,242,4704,1
0427903939709,2584,225,20,95,29,1307,189,254,196,382,2705,0
0428555274996,2118,148,41,170,109,400,236,200,50,421,2717,1
0429211971433,2423,49,23,162,-8,807,222,183,84,800,4703,1
0429222999464,2421,103,11,212,67,201,239,225,115,509,2703,1
0429348355083,2562,174,9,150,87,1948,226,245,152,830,2705,0
0429826870466,2590,101,24,510,186,1087,251,200,64,853,2705,0
0429917180894,2338,41,19,95,6,420,219,195,104,582,2703,1
0429952263538,2397,126,24,182,60,297,252,215,76,782,2705,0
0431444530486,2046,141,36,60,27,488,245,204,54,391,2702,1
0432980989936,2690,239,15,170,99,2729,191,252,197,1201,2705,0
0433132671198,2682,79,8,295,74,484,231,225,126,162,4703,0
0433533826944,2619,117,8,297,75,2708,234,233,131,819,2703,0
0433803431458,2377,116,17,212,33,541,247,222,97,642,2702,1
0434275542109,2583,233,9,216,-10,1853,205,249,181,1950,4704,0
0435163350516,2221,303,37,150,79,691,97,195,225,541,4703,1
0435881379561,2507,58,21,242,79,994,230,191,85,1120,2705,0
0436045053044,2317,33,34,108,60,1465,193,147,67,1075,4703,1
0437191011377,2452,278,19,270,-10,90,165,239,213,510,4703,1
0437223178535,2347,322,15,150,38,1310,180,223,183,362,4703,1
0437571823668,2215,343,30,108,66,664,147,181,164,1634,4703,1
0438380967352,2274,6,34,124,77,1200,160,155,116,644,4703,1
0440590526168,2182,7,15,0,0,1348,200,208,143,684,4703,1
0441374277627,2291,32,14,408,35,878,216,208,125,511,2703,1
0441840711259,2335,356,23,67,26,1237,176,191,148,285,4703,1
0442051502827,2458,281,30,256,15,390,123,225,234,1852,4703,1
0442753130397,2518,277,29,175,121,258,129,230,234,242,4703,0
0442823243323,2405,86,4,212,-5,603,225,233,144,908,2703,0
0443294316752,2126,291,18,268,119,323,167,234,206,661,2702,1
0445681298139,2118,8,21,210,81,309,190,192,134,402,2702,1
0446735995240,2287,2,32,474,130,618,158,161,126,591,4703,1
0447321217883,2717,224,43,277,89,3074,128,235,211,1530,2705,0
0447870515980,2490,313,18,247,58,371,170,224,193,1846,4703,1
0449574824283,2370,216,17,108,51,706,201,254,184,633,2704,1
0450459960620,2026,323,42,170,143,150,85,160,195,192,4703,1
0450852114293,2315,358,11,0,0,85,203,220,155,67,4703,1
0451120036293,2264,45,40,216,107,942,198,125,29,1507,4703,1
0451462342359,2852,177,13,339,81,3261,226,247,151,1624,2705,0
0452772696415,2392,150,29,30,8,513,242,224,88,1273,2705,1
0452972458721,2534,333,8,30,0,1332,202,230,167,1414,4703,0
0453031343972,2591,180,14,180,46,1622,225,248,153,1595,2705,0
0454860253975,2168,115,21,228,87,466,250,215,83,484,2717,1
0455097347444,2270,310,28,268,109,769,133,208,209,577,4703,1
0456007586847,2465,123,18,162,19,1943,247,224,99,30,2703,0
0456608860698,2632,87,13,531,48,990,239,218,108,960,4704,0
0456984954189,2474,285,18,192,63,543,166,237,209,1699,2717,1
0457239828354,2366,312,28,256,159,1291,134,207,207,908,4703,1
0457985981488,2419,336,35,300,176,1172,123,170,173,994,4703,1
0458589014176,2516,95,17,212,56,969,245,213,91,1392,2705,0
0458820135523,2384,9,10,450,142,1492,209,221,149,726,2717,1
0460548130513,2346,54,28,134,94,1380,223,169,61,1124,2703,1
0460753014219,2647,103,8,417,26,1723,234,230,127,2151,2703,0
0461938102158,2583,183,9,30,1,1989,223,246,157,1425,2705,0
0462540113341,2750,165,16,360,166,1670,232,244,138,1209,2705,0
0463392336643,2708,99,20,234,76,2460,248,209,81,2282,4703,0
0465714912962,2828,136,16,524,98,2676,243,232,112,1968,2705,0
0465884488809,2251,327,25,330,111,771,151,202,187,495,4703,1
0466871369460,2730,249,49,331,96,3132,75,216,245,1565,2705,0
0467011163375,2403,111,31,256,66,300,254,190,38,805,2705,0
0467127408056,2097,324,23,255,85,309,156,209,189,663,4703,1
0467677524725,2702,119,17,376,15,1544,247,223,99,973,2703,0
0468894456462,2360,47,30,270,86,270,214,161,62,960,4703,0
0468996577751,2058,164,16,0,0,604,233,243,136,824,2717,1
0469809002118,2625,337,12,510,-14,792,193,223,169,875,4704,0
0469971041199,2805,161,26,300,139,2151,235,235,113,2188,2705,0
0470090593667,2263,25,25,277,112,495,199,179,106,1598,4703,1
0470581168671,2594,193,25,216,168,1917,208,250,162,361,2705,0
0472493139251,2125,229,29,67,41,1104,163,251,212,361,2702,1
0472545040597,2652,206,33,120,64,2845,180,248,180,1213,2705,0
0473318978895,2087,95,31,170,60,582,251,177,30,684,2717,1
0474388254223,2293,93,13,67,12,162,241,219,106,391,4704,1
0474453839584,2293,349,23,134,58,1387,170,194,158,1015,4703,1
0474973311379,2104,334,19,162,92,342,173,211,176,492,4703,1
0475254881222,2289,127,12,270,27,127,240,232,121,270,4703,1
0475528256268,2675,178,26,182,91,1812,221,244,139,1273,2705,0
0475799035135,2455,189,31,295,58,240,205,245,152,886,2703,0
0476222572029,2131,332,15,335,127,450,184,220,175,631,4703,1
0476362221870,2688,104,15,443,10,805,245,219,99,1266,4704,0
0476419457290,2448,149,18,201,-42,1103,241,236,117,1396,2703,0
0476867413824,2404,305,17,300,211,1188,172,229,197,1090,2717,1
0477006856212,2651,11,1,470,98,706,217,236,156,1124,2703,0
0477455087861,2444,172,15,210,-73,1189,229,246,145,1490,2705,0
0477707994183,2406,35,30,127,33,918,202,161,78,659,4703,1
0478031659434,2488,342,19,573,275,934,178,208,168,295,4703,1
0479346807985,2775,160,9,258,45,2396,230,242,144,2239,2705,0
0479901029838,2219,12,23,201,98,1024,190,187,127,1262,2702,1
0480320178762,2200,292,29,424,291,446,127,220,226,360,4703,1
0480659978187,2358,143,19,190,71,1167,244,232,109,1022,2704,1
0480976702229,2375,66,6,400,217,1392,226,228,137,713,2717,1
0481027665128,2492,82,36,350,94,1159,242,154,0,808,2705,0
0481041231279,2535,195,14,150,44,1062,216,251,166,1207,2705,0
0481363576447,2510,205,13,108,42,816,212,251,172,865,2703,0
0481784442673,2087,43,26,306,36,342,215,174,80,459,4703,1
0482298007358,2511,140,19,95,19,1727,245,231,107,792,2705,0
0483079174740,2691,137,23,234,108,1965,248,224,92,2672,2705,0
0483166616047,2436,128,10,300,28,270,238,234,125,990,2703,0
0486968461372,2496,106,15,162,3,485,244,221,101,1507,2717,1
0487888977554,2522,163,21,162,-27,1371,234,240,126,1283,2705,0
0488759728305,2261,52,21,228,81,1510,226,191,89,120,4703,1
0490700448217,2334,245,37,430,4,700,122,239,235,780,2702,1
0491266668958,2267,51,19,60,28,313,226,197,98,1728,2717,1
0492145032280,2004,42,31,60,21,201,208,156,63,631,2702,1
0493278049008,2438,342,5,30,0,470,209,232,161,1790,2717,1
0496998325995,2625,145,18,90,2,1340,242,234,114,888,2703,0
0497575491560,2456,207,11,365,150,1047,213,250,172,1290,2717,1
0498067527675,2589,96,11,42,6,1538,238,224,115,1140,2703,0
0498542494706,2803,175,10,150,20,1064,226,246,151,977,2703,0
0499377313798,2329,277,26,228,76,418,142,234,227,607,4703,1
0501090480579,2266,52,33,150,105,732,216,150,44,642,4703,1
0501512908773,2578,216,21,30,-3,1298,193,254,190,962,2705,0
0501555393376,2450,104,28,120,56,735,253,192,47,1200,2705,0
0501700051489,2660,111,14,192,45,2307,243,224,107,2343,4703,0
0502602710269,2333,27,27,170,27,841,198,172,97,700,4703,1
0503021554564,2409,301,13,30,4,990,182,234,192,1092,4703,1
0504364416199,2269,277,30,365,131,691,125,229,235,1541,4703,1
0504634015510,1992,335,40,60,67,90,103,154,171,618,4703,1
0505252782150,2101,75,25,301,141,351,241,185,60,541,2702,1
0505706663981,2607,244,16,335,-1,1734,186,251,201,1926,2703,0
0505803159523,2027,307,27,42,20,85,137,213,211,797,6102,1
0506351218489,2113,37,31,234,55,256,203,158,72,768,4703,1
0507135039405,2470,135,24,85,18,721,249,221,86,765,2705,0
0508453746679,2519,116,18,228,54,553,248,220,93,1050,2703,0
0508777221593,2115,197,25,150,96,391,205,251,168,270,2702,1
0508794162589,2678,186,27,85,65,2148,213,247,151,514,2705,0
0509761306586,2561,240,13,335,82,2338,195,251,192,469,2703,0
0509773336953,2586,45,21,426,179,1209,221,190,95,730,4704,0
0510457831947,2479,46,34,134,54,1627,208,146,47,342,4703,0
0511371501671,1960,58,38,42,29,67,217,135,19,509,2702,1
0511490597876,2542,188,18,120,14,1131,219,250,159,1276,2705,0
0513420275069,2224,296,23,30,14,698,148,226,215,1650,4703,1
0513498288886,2425,167,21,218,55,1170,232,243,132,1624,2705,0
0513823527062,2414,276,17,309,47,1110,173,241,207,1473,6101,0
0513969396584,2231,346,36,210,106,1071,128,157,152,1170,4703,1
0514425063460,2310,50,15,192,43,190,226,207,111,1170,4704,0
0515628665291,2363,321,10,466,238,875,195,231,175,1415,2717,1
0516554479303,2439,310,24,450,214,799,147,215,204,306,4703,1
0518254165128,2305,180,9,424,-134,85,224,246,155,376,4703,1
0519943554643,2651,13,9,331,103,534,212,222,148,1290,2703,0
